#1
double Intgainconv_Intgainrad_COPMin(8760, 4)
#time_in_s	c_o_n_v	r_a_d	C_O_P_M_i_n
4366800	772.3580325	463.41481949999996	0
4370400	1562.458843125	937.475305875	0
4374000	1166.5671399999999	699.940284	0
4377600	147.45854	88.475124	0
4381200	221.438321875	132.862993125	0
4384800	384.125829375	230.47549762500003	0
4388400	802.9982343749999	481.798940625	0
4392000	406.688348125	244.013008875	0
4395600	214.81224625000002	128.88734775	0
4399200	40.34822375	24.208934250000002	0
4402800	75.53869937500001	45.323219625	0
4406400	84.44118	50.664708000000005	0
4410000	57.22571874999999	34.33543125	0
4413600	38.21652687500001	22.929916125000002	0
4417200	38.0195675	22.8117405	0
4420800	68.37167875	41.02300725	0
4424400	189.71518062500002	113.82910837500002	0
4428000	1116.2257556250001	669.735453375	0
4431600	1168.907725	701.344635	0
4435200	994.3950962500002	596.6370577499999	0
4438800	428.38008625000003	257.02805175	0
4442400	531.5245106250001	318.91470637500004	0
4446000	96.421473125	57.852883874999996	0
4449600	151.79055375000002	91.07433225	0
4453200	86.58312874999999	51.94987725	0
4456800	120.4176775	72.25060649999999	0
4460400	169.45864125000003	101.67518475000001	0
4464000	173.73023375000002	104.23814025	0
4467600	246.2556025	147.7533615	0
4471200	337.30529437499996	202.383176625	0
4474800	368.47074499999997	221.082447	0
4478400	789.7398487500001	473.84390924999997	0
4482000	733.06962	439.841772	0
4485600	158.76170875	95.25702525000001	0
4489200	97.351420625	58.410852375000005	0
4492800	71.908130625	43.144878375	0
4496400	41.97195562499999	25.183173375	0
4500000	73.4936725	44.0962035	0
4503600	40.783837500000004	24.4703025	0
4507200	97.352446875	58.411468125000006	0
4510800	39.707367500000004	23.824420500000002	0
4514400	85.90075187500001	51.540451125000004	0
4518000	699.1459262499999	419.48755574999996	0
4521600	685.741819375	411.44509162500003	0
4525200	367.69958312500006	220.61974987500002	0
4528800	605.34392875	363.20635725	0
4532400	1026.48421125	615.89052675	0
4536000	128.521941875	77.11316512500001	0
4539600	2068.9580975	1241.3748584999998	0
4543200	1128.9331968749998	677.3599181249999	0
4546800	58.100916875	34.860550125	0
4550400	165.88027687500002	99.528166125	0
4554000	269.025701875	161.415421125	0
4557600	716.345590625	429.80735437500005	0
4561200	507.675301875	304.605181125	0
4564800	346.60183062500005	207.961098375	0
4568400	257.56284	154.537704	0
4572000	101.59786562500001	60.958719375	0
4575600	38.1111925	22.866715499999998	0
4579200	46.170428124999994	27.702256874999996	0
4582800	89.069044375	53.441426625	0
4586400	73.669431875	44.201659125	0
4590000	38.255165	22.953098999999998	0
4593600	40.144051875	24.086431125	0
4597200	38.974782499999996	23.3848695	0
4600800	553.113181875	331.867909125	0
4604400	1420.821276875	852.492766125	0
4608000	1432.3649874999999	859.4189925	0
4611600	1898.90779875	1139.34467925	0
4615200	923.229620625	553.937772375	0
4618800	1200.31157375	720.18694425	0
4622400	234.01015	140.40609	0
4626000	102.49730312499999	61.498381875	0
4629600	368.97776875000005	221.38666125	0
4633200	306.504019375	183.90241162499998	0
4636800	1284.1607606249997	770.496456375	0
4640400	1522.1972518749997	913.3183511249999	0
4644000	563.468109375	338.080865625	0
4647600	536.313534375	321.78812062500003	0
4651200	614.97887	368.987322	0
4654800	649.7984143750001	389.879048625	0
4658400	916.8489237499999	550.1093542499999	0
4662000	51.623816250000004	30.97428975	0
4665600	38.190359375	22.914215625	0
4669200	37.91193	22.747158	0
4672800	57.11845375	34.271072249999996	0
4676400	104.357253125	62.614351875000004	0
4680000	58.381426874999995	35.028856125	0
4683600	40.09048875	24.054293249999997	0
4687200	73.02422187500001	43.814533125	0
4690800	695.969186875	417.58151212499996	0
4694400	419.33023375	251.59814025000006	0
4698000	119.40564625	71.64338775000002	0
4701600	83.50479812500001	50.10287887500001	0
4705200	88.41537062500001	53.049222375	0
4708800	1074.57344125	644.74406475	0
4712400	145.20163937499998	87.12098362500001	0
4716000	498.6762756250001	299.205765375	0
4719600	469.9363175	281.9617905	0
4723200	37.784984375	22.670990625	0
4726800	178.914208125	107.348524875	0
4730400	551.0228025	330.61368150000004	0
4734000	590.12626625	354.07575975	0
4737600	304.01548125	182.40928875	0
4741200	248.22301500000003	148.933809	0
4744800	132.553186875	79.53191212499999	0
4748400	38.48570125	23.09142075	0
4752000	105.540145625	63.324087375000005	0
4755600	159.5945025	95.7567015	0
4759200	140.960753125	84.576451875	0
4762800	191.837679375	115.10260762499999	0
4766400	160.83274250000002	96.49964550000001	0
4770000	248.92708	149.356248	0
4773600	757.3239	454.39434	0
4777200	756.3643325	453.81859949999995	0
4780800	726.0168925	435.61013550000007	0
4784400	387.543939375	232.52636362500002	0
4788000	796.973746875	478.18424812500007	0
4791600	172.406069375	103.443641625	0
4795200	105.59412000000002	63.356472	0
4798800	101.49904124999999	60.89942475	0
4802400	85.01110062499998	51.006660374999996	0
4806000	1213.715811875	728.2294871249999	0
4809600	1288.411908125	773.0471448750001	0
4813200	172.683906875	103.610344125	0
4816800	542.46695875	325.48017525	0
4820400	839.5203687499999	503.71222125	0
4824000	264.69288125	158.81572875	0
4827600	228.68449437499999	137.21069662500003	0
4831200	114.28751125	68.57250675000002	0
4834800	62.71645687499999	37.629874125	0
4838400	74.79435375	44.87661225	0
4842000	37.731728125000004	22.639036875000002	0
4845600	65.28893125	39.17335875	0
4849200	63.25938249999999	37.9556295	0
4852800	92.16957249999999	55.3017435	0
4856400	38.432368124999996	23.059420875	0
4860000	313.901583125	188.340949875	0
4863600	573.4169775	344.05018649999994	0
4867200	411.51486000000006	246.908916	0
4870800	144.33375	86.60025	0
4874400	610.6662225	366.39973349999997	0
4878000	412.69217	247.61530199999999	0
4881600	853.4678125	512.0806875000001	0
4885200	614.91956125	368.95173675	0
4888800	1535.58418	921.350508	0
4892400	938.57584	563.145504	0
4896000	939.332046875	563.599228125	0
4899600	173.515946875	104.109568125	0
4903200	348.259906875	208.955944125	0
4906800	914.427201875	548.6563211250001	0
4910400	432.499696875	259.499818125	0
4914000	271.229725625	162.737835375	0
4917600	186.01004	111.606024	0
4921200	67.653265	40.591958999999996	0
4924800	82.773155625	49.663893375	0
4928400	54.04210125	32.42526075000001	0
4932000	37.999008125	22.799404875	0
4935600	37.97940875	22.78764525	0
4939200	83.300896875	49.980538125	0
4942800	104.90611	62.94366600000001	0
4946400	590.2620374999999	354.1572225	0
4950000	739.924471875	443.95468312500003	0
4953600	152.08928	91.253568	0
4957200	118.751186875	71.250712125	0
4960800	181.96267249999997	109.1776035	0
4964400	1052.6280087500002	631.57680525	0
4968000	157.99817625	94.79890574999999	0
4971600	531.37903	318.827418	0
4975200	439.69028437500003	263.81417062500003	0
4978800	143.9683725	86.3810235	0
4982400	132.21477875000002	79.32886725	0
4986000	160.46523875	96.27914325	0
4989600	413.928941875	248.357365125	0
4993200	360.571935	216.343161	0
4996800	657.521750625	394.51305037500003	0
5000400	704.9582531249999	422.974951875	0
5004000	120.497028125	72.29821687500001	0
5007600	37.97205375	22.78323225	0
5011200	48.278279375000004	28.966967625	0
5014800	103.743511875	62.24610712500001	0
5018400	57.810581875000004	34.686349125	0
5022000	37.838026875	22.702816125	0
5025600	39.093214375	23.455928625000002	0
5029200	99.12161687500002	59.472970125	0
5032800	718.46555625	431.07933375	0
5036400	840.229124375	504.13747462500004	0
5040000	801.685268125	481.01116087500003	0
5043600	798.691528125	479.214916875	0
5047200	201.23247312499998	120.73948387499999	0
5050800	1122.346745625	673.4080473749999	0
5054400	75.502306875	45.301384125000006	0
5058000	1876.6785100000002	1126.0071059999998	0
5061600	1479.436426875	887.6618561249999	0
5065200	99.48113375	59.68868025	0
5068800	156.768586875	94.06115212499999	0
5072400	178.017028125	106.81021687500001	0
5076000	364.50637750000004	218.7038265	0
5079600	819.95512375	491.97307424999997	0
5083200	513.3485250000001	308.009115	0
5086800	274.716808125	164.830084875	0
5090400	100.139770625	60.083862375	0
5094000	48.145723125	28.887433875	0
5097600	38.21248	22.927488000000004	0
5101200	66.2047725	39.7228635	0
5104800	109.40886625	65.64531975	0
5108400	47.98996875	28.79398125	0
5112000	37.90581125	22.74348675	0
5115600	40.045498125	24.027298875	0
5119200	600.07332125	360.04399275	0
5122800	942.584259375	565.550555625	0
5126400	201.02106625000002	120.61263975	0
5130000	1988.670258125	1193.202154875	0
5133600	1381.3012181249999	828.780730875	0
5137200	1202.381288125	721.4287728749999	0
5140800	190.80022	114.48013199999998	0
5144400	1155.500835	693.3005009999999	0
5148000	100.746101875	60.447661124999996	0
5151600	158.76159812499998	95.256958875	0
5155200	1393.86952125	836.32171275	0
5158800	1374.771615	824.862969	0
5162400	1077.2201206250002	646.332072375	0
5166000	616.050645625	369.630387375	0
5169600	751.137186875	450.682312125	0
5173200	298.499520625	179.099712375	0
5176800	330.907605625	198.54456337500002	0
5180400	202.129170625	121.27750237499998	0
5184000	39.1168625	23.470117499999997	0
5187600	38.341575625	23.004945375000002	0
5191200	37.872038125	22.723222874999998	0
5194800	73.252354375	43.951412624999996	0
5198400	93.372471875	56.023483125	0
5202000	38.20040875000001	22.92024525	0
5205600	347.50616375	208.50369825	0
5209200	696.596926875	417.95815612499996	0
5212800	829.228848125	497.537308875	0
5216400	622.89748625	373.73849175000004	0
5220000	396.47991375	237.88794825	0
5223600	193.83014749999998	116.2980885	0
5227200	496.56879062499996	297.94127437500003	0
5230800	563.5232931249999	338.113975875	0
5234400	119.939465625	71.96367937500001	0
5238000	86.071135	51.642680999999996	0
5241600	38.86193625	23.317161750000004	0
5245200	214.71033437499997	128.82620062499998	0
5248800	435.70183625000004	261.42110175	0
5252400	908.54875125	545.12925075	0
5256000	365.01749500000005	219.010497	0
5259600	179.52592625	107.71555575	0
5263200	180.544483125	108.326689875	0
5266800	118.92471875	71.35483125	0
5270400	96.68697375	58.012184250000004	0
5274000	43.630766875000006	26.178460125	0
5277600	68.575595	41.145357	0
5281200	54.43581999999999	32.661492	0
5284800	37.97095125	22.782570749999998	0
5288400	59.308341875	35.585005125	0
5292000	717.0595975	430.2357585000001	0
5295600	106.3192875	63.7915725	0
5299200	140.42848562499998	84.257091375	0
5302800	100.76640375	60.459842249999994	0
5306400	210.92081	126.55248599999999	0
5310000	122.663005625	73.59780337500001	0
5313600	94.535396875	56.721238125000006	0
5317200	126.97791124999999	76.18674675000001	0
5320800	141.9662375	85.1797425	0
5324400	179.78227187500002	107.869363125	0
5328000	139.05695812500002	83.434174875	0
5331600	186.994908125	112.19694487500001	0
5335200	750.6189	450.37134000000003	0
5338800	615.776424375	369.465854625	0
5342400	359.414416875	215.64865012500002	0
5346000	194.39222312500002	116.635333875	0
5349600	70.68853875	42.413123250000005	0
5353200	66.699276875	40.019566125	0
5356800	39.935053125	23.961031875000003	0
5360400	87.26818062500001	52.360908375	0
5364000	43.78939125	26.27363475	0
5367600	70.68249875000001	42.409499249999996	0
5371200	46.63061125	27.978366750000003	0
5374800	45.806	27.483599999999996	0
5378400	454.65365437500003	272.792192625	0
5382000	840.9102068750001	504.546124125	0
5385600	82.395559375	49.437335625	0
5389200	180.532219375	108.31933162499999	0
5392800	108.2660275	64.95961650000001	0
5396400	122.86929125	73.72157475	0
5400000	234.617940625	140.770764375	0
5403600	91.520979375	54.91258762499999	0
5407200	148.523029375	89.11381762500001	0
5410800	77.188346875	46.313008124999996	0
5414400	99.527253125	59.716351875	0
5418000	174.28360812500003	104.570164875	0
5421600	281.17126125	168.70275675	0
5425200	884.8871531249999	530.9322918749999	0
5428800	528.856349375	317.313809625	0
5432400	190.87291000000002	114.523746	0
5436000	118.57218	71.14330799999999	0
5439600	61.2765425	36.765925499999994	0
5443200	40.188280000000006	24.112968000000002	0
5446800	55.763131875000006	33.457879125	0
5450400	71.5921825	42.9553095	0
5454000	64.56825125	38.74095075	0
5457600	69.381675625	41.629005375	0
5461200	38.051584375000004	22.830950625	0
5464800	377.639215	226.583529	0
5468400	568.0300887499999	340.81805325	0
5472000	133.22997875	79.93798724999999	0
5475600	147.77300875	88.66380525000001	0
5479200	129.78064875	77.86838925	0
5482800	728.15169375	436.89101625000006	0
5486400	251.55338374999997	150.93203025	0
5490000	2160.5128075	1296.3076844999998	0
5493600	1466.6016800000002	879.961008	0
5497200	606.1788162500001	363.70728975	0
5500800	962.4083912500001	577.44503475	0
5504400	637.33844875	382.40306925	0
5508000	788.5844143749999	473.15064862500003	0
5511600	459.280218125	275.568130875	0
5515200	1595.32428625	957.19457175	0
5518800	1425.4843212500002	855.2905927500001	0
5522400	615.2300081249999	369.138004875	0
5526000	131.38305562500003	78.829833375	0
5529600	39.920170625	23.952102375	0
5533200	56.97080187500001	34.182481124999995	0
5536800	65.34813875	39.20888325	0
5540400	64.17028937500001	38.502173625000005	0
5544000	68.92008874999999	41.35205325	0
5547600	37.818625000000004	22.691175	0
5551200	92.44958562500001	55.469751375	0
5554800	910.3262162500001	546.1957297499999	0
5558400	1436.26885125	861.76131075	0
5562000	1153.268196875	691.9609181249999	0
5565600	472.43959	283.463754	0
5569200	114.10300375	68.46180224999999	0
5572800	2409.8868425	1445.9321055	0
5576400	1098.339794375	659.0038766250001	0
5580000	567.2603899999999	340.356234	0
5583600	853.102039375	511.861223625	0
5587200	834.44261125	500.66556675	0
5590800	90.212665625	54.127599375	0
5594400	1919.948930625	1151.9693583750002	0
5598000	2122.181980625	1273.309188375	0
5601600	557.2513343749999	334.350800625	0
5605200	240.285843125	144.171505875	0
5608800	185.843080625	111.505848375	0
5612400	78.106054375	46.863632625	0
5616000	78.08782375000001	46.85269425	0
5619600	71.060504375	42.636302625	0
5623200	40.1738875	24.104332499999998	0
5626800	38.78662	23.271972	0
5630400	47.670275	28.602165	0
5634000	111.73096687500001	67.038580125	0
5637600	82.24799062499999	49.348794375	0
5641200	617.329836875	370.39790212500003	0
5644800	1124.7693837499999	674.86163025	0
5648400	851.42350875	510.85410525	0
5652000	689.4979406250001	413.698764375	0
5655600	135.54072	81.324432	0
5659200	2141.5678224999997	1284.9406935	0
5662800	1604.2060275000001	962.5236165	0
5666400	1207.8755775	724.7253465	0
5670000	576.7729274999999	346.0637565	0
5673600	54.264183125	32.558509875000006	0
5677200	94.60648375	56.76389025	0
5680800	390.898740625	234.539244375	0
5684400	817.0888924999999	490.2533355	0
5688000	708.6697106250001	425.20182637500005	0
5691600	263.9817125	158.3890275	0
5695200	116.912929375	70.147757625	0
5698800	58.461948125000006	35.077168875000005	0
5702400	81.91630562499999	49.149783375	0
5706000	65.99435875	39.59661525	0
5709600	38.22799625	22.93679775	0
5713200	52.82590999999999	31.695545999999997	0
5716800	94.82171625000001	56.893029750000004	0
5720400	45.827025	27.496214999999996	0
5724000	836.6105325000001	501.96631950000005	0
5727600	814.2670987500001	488.56025925	0
5731200	509.12563874999995	305.47538325	0
5734800	354.29221375	212.57532825	0
5738400	284.86085562499994	170.916513375	0
5742000	178.720715	107.232429	0
5745600	1157.0891718750001	694.253503125	0
5749200	56.769618124999994	34.061770875	0
5752800	115.852565	69.511539	0
5756400	134.467630625	80.68057837500001	0
5760000	153.541429375	92.124857625	0
5763600	94.22488312499999	56.534929875	0
5767200	706.92651375	424.15590825	0
5770800	528.4487787500001	317.06926725	0
5774400	345.831015	207.498609	0
5778000	300.376589375	180.225953625	0
5781600	46.332528124999996	27.799516875	0
5785200	38.204454999999996	22.922673	0
5788800	38.24616375	22.947698250000002	0
5792400	38.348005	23.008803	0
5796000	105.5247	63.31482	0
5799600	71.5024025	42.9014415	0
5803200	38.11574625	22.86944775	0
5806800	86.398169375	51.838901625	0
5810400	928.6159793749999	557.169587625	0
5814000	705.0970012500001	423.05820075	0
5817600	135.577224375	81.34633462499998	0
5821200	693.24041625	415.94424975	0
5824800	147.878885625	88.72733137499999	0
5828400	1508.282755	904.969653	0
5832000	1376.215996875	825.7295981250002	0
5835600	1459.8783687500002	875.9270212499999	0
5839200	140.21868312499998	84.131209875	0
5842800	129.463215	77.677929	0
5846400	111.8696775	67.1218065	0
5850000	123.04066375000001	73.82439825	0
5853600	420.75598375	252.45359025000002	0
5857200	357.73467375	214.64080424999997	0
5860800	538.675038125	323.205022875	0
5864400	775.4147037500001	465.24882225000005	0
5868000	151.633845625	90.980307375	0
5871600	132.39842	79.43905199999999	0
5875200	38.241678125	22.945006875	0
5878800	38.179735	22.907840999999998	0
5882400	37.944691875	22.766815125	0
5886000	80.257996875	48.15479812499999	0
5889600	85.259455625	51.155673375	0
5893200	39.042978749999996	23.42578725	0
5896800	645.3463306250001	387.207798375	0
5900400	535.35266	321.211596	0
5904000	368.05362374999993	220.83217424999998	0
5907600	588.523695625	353.114217375	0
5911200	149.812066875	89.887240125	0
5914800	1025.192996875	615.115798125	0
5918400	56.4020175	33.841210499999995	0
5922000	1638.9282556250002	983.3569533750001	0
5925600	1529.2723925000003	917.5634355000001	0
5929200	629.7950287499999	377.87701725	0
5932800	284.14439125	170.48663475	0
5936400	133.0690525	79.8414315	0
5940000	499.28099875	299.56859925000003	0
5943600	807.3903568750001	484.434214125	0
5947200	449.33867312499996	269.603203875	0
5950800	363.804404375	218.28264262500002	0
5954400	141.37007125	84.82204275	0
5958000	211.934264375	127.16055862500001	0
5961600	50.66767875	30.400607250000004	0
5965200	38.596745	23.158047	0
5968800	37.992716875	22.795630125000002	0
5972400	48.23100937499999	28.938605624999997	0
5976000	116.76996625	70.06197975	0
5979600	56.14535625	33.68721375	0
5983200	37.954730625	22.772838375	0
5986800	38.01004875	22.80602925	0
5990400	951.508090625	570.9048543749999	0
5994000	567.83050125	340.69830075	0
5997600	574.4064868749999	344.64389212500004	0
6001200	1377.763405625	826.6580433749999	0
6004800	416.46328124999997	249.87796875	0
6008400	158.62582	95.175492	0
6012000	121.83824500000001	73.102947	0
6015600	117.02551375	70.21530824999999	0
6019200	108.95480625	65.37288375	0
6022800	120.499841875	72.299905125	0
6026400	469.6890875	281.8134525	0
6030000	821.3854862500001	492.83129175	0
6033600	219.92479999999998	131.95488	0
6037200	186.543755	111.926253	0
6040800	151.06486625000002	90.63891975	0
6044400	115.68363625	69.41018174999999	0
6048000	62.886664374999995	37.731998624999996	0
6051600	71.017033125	42.610219875	0
6055200	38.236484374999996	22.941890625	0
6058800	48.62391375000001	29.17434825	0
6062400	71.42630875	42.85578525	0
6066000	51.685054375	31.011032625000002	0
6069600	73.920943125	44.352565874999996	0
6073200	719.702026875	431.82121612500003	0
6076800	1243.2058912500001	745.92353475	0
6080400	748.652935	449.19176100000004	0
6084000	216.83407062499998	130.100442375	0
6087600	2712.5330193750005	1627.519811625	0
6091200	1242.8856556249998	745.7313933749999	0
6094800	83.712974375	50.22778462499999	0
6098400	153.34312562500003	92.005875375	0
6102000	126.879734375	76.127840625	0
6105600	38.55688125	23.13412875	0
6109200	524.07416375	314.44449825	0
6112800	1775.77428	1065.464568	0
6116400	1520.97475375	912.58485225	0
6120000	865.77713	519.466278	0
6123600	280.303396875	168.182038125	0
6127200	165.88184562499998	99.52910737500001	0
6130800	79.792894375	47.875736625	0
6134400	70.1513075	42.0907845	0
6138000	55.06549999999999	33.0393	0
6141600	86.7084975	52.02509849999999	0
6145200	41.606254375	24.963752625	0
6148800	37.843643125	22.706185875	0
6152400	50.48486125000001	30.29091675	0
6156000	145.20005375	87.12003225000001	0
6159600	623.9543268750001	374.37259612500003	0
6163200	1029.6346362499999	617.7807817500001	0
6166800	755.6136906249999	453.368214375	0
6170400	382.541780625	229.52506837499996	0
6174000	156.84138562500002	94.104831375	0
6177600	3375.7841737500003	2025.4705042499997	0
6181200	1751.23639375	1050.74183625	0
6184800	71.86689625000001	43.120137750000005	0
6188400	112.647875	67.588725	0
6192000	172.14536562499998	103.287219375	0
6195600	174.44038125	104.66422874999999	0
6199200	268.792608125	161.275564875	0
6202800	374.61759437499995	224.770556625	0
6206400	929.638785625	557.783271375	0
6210000	429.69354999999996	257.81613000000004	0
6213600	153.512290625	92.10737437499999	0
6217200	46.591300624999995	27.954780375000002	0
6220800	39.598659375000004	23.759195625	0
6224400	45.964250625	27.578550375000003	0
6228000	68.723876875	41.234326124999995	0
6231600	58.75373875	35.25224325	0
6235200	71.89218625000001	43.13531175	0
6238800	38.1192425	22.8715455	0
6242400	663.04940875	397.82964525	0
6246000	779.5506824999999	467.7304095	0
6249600	1006.881771875	604.129063125	0
6253200	596.05979125	357.63587475	0
6256800	250.4557	150.27342	0
6260400	126.545450625	75.92727037499999	0
6264000	99.61323187499998	59.767939125	0
6267600	1327.6668331249998	796.6000998750001	0
6271200	231.53393375000002	138.92036025000002	0
6274800	129.02306625	77.41383975000001	0
6278400	132.62029812499998	79.57217887499999	0
6282000	131.15864125	78.69518475	0
6285600	838.92951375	503.35770825000003	0
6289200	573.7876524999999	344.2725915	0
6292800	327.877268125	196.726360875	0
6296400	288.4838825	173.0903295	0
6300000	316.9302175	190.15813050000003	0
6303600	402.167793125	241.30067587499997	0
6307200	85.857351875	51.51441112500001	0
6310800	38.542323125	23.125393874999997	0
6314400	47.505110625	28.503066374999996	0
6318000	95.43581625	57.26148975	0
6321600	93.462515	56.077509	0
6325200	64.71902625	38.83141575	0
6328800	69.493764375	41.696258625	0
6332400	38.183783125000005	22.910269875	0
6336000	498.96105874999995	299.37663525000005	0
6339600	514.7787906249999	308.867274375	0
6343200	564.17821875	338.50693125000004	0
6346800	722.49986625	433.49991975	0
6350400	739.451416875	443.67085012499996	0
6354000	82.08667500000001	49.252005000000004	0
6357600	1585.4900875	951.2940525	0
6361200	1374.4109031250002	824.6465418750001	0
6364800	748.103704375	448.86222262499996	0
6368400	1091.61451	654.968706	0
6372000	517.4125675	310.4475405	0
6375600	930.1106868749999	558.066412125	0
6379200	351.6402575	210.98415450000002	0
6382800	241.55907937499998	144.935447625	0
6386400	154.46695062499998	92.68017037499999	0
6390000	68.224353125	40.934611875	0
6393600	37.852002500000005	22.7112015	0
6397200	123.704003125	74.222401875	0
6400800	61.377277500000005	36.8263665	0
6404400	39.165013125	23.499007874999997	0
6408000	38.228004375	22.936802625000002	0
6411600	82.83842499999999	49.703055	0
6415200	665.6750025	399.40500149999997	0
6418800	513.589460625	308.15367637500003	0
6422400	780.3691106250001	468.22146637500003	0
6426000	135.5515025	81.3309015	0
6429600	1182.844795	709.706877	0
6433200	1381.1958625	828.7175175000001	0
6436800	1090.312816875	654.187690125	0
6440400	209.96180625	125.97708374999999	0
6444000	496.49276875000004	297.89566125	0
6447600	404.963559375	242.978135625	0
6451200	142.45270875	85.47162525	0
6454800	117.47964124999999	70.48778475	0
6458400	214.68524125	128.81114474999998	0
6462000	180.72266062500003	108.43359637500001	0
6465600	731.7226731249999	439.03360387500004	0
6469200	234.687134375	140.812280625	0
6472800	65.658861875	39.395317125	0
6476400	38.056975625	22.834185375	0
6480000	38.3203825	22.992229500000004	0
6483600	43.56424125	26.138544749999998	0
6487200	129.246735	77.54804100000001	0
6490800	42.12120937500001	25.272725625	0
6494400	40.3699675	24.221980499999997	0
6498000	38.858239375	23.314943625	0
6501600	51.211428125	30.726856875	0
6505200	1220.55688375	732.3341302499999	0
6508800	143.16612375	85.89967425	0
6512400	91.376298125	54.82577887500001	0
6516000	108.087654375	64.852592625	0
6519600	687.2067331249999	412.324039875	0
6523200	495.083163125	297.049897875	0
6526800	95.536965625	57.322179375000005	0
6530400	425.708608125	255.425164875	0
6534000	156.79959875	94.07975925000001	0
6537600	190.92504562500002	114.55502737500001	0
6541200	94.850390625	56.91023437500001	0
6544800	358.319000625	214.99140037499998	0
6548400	695.472535625	417.28352137499996	0
6552000	354.6290725	212.7774435	0
6555600	217.58626999999998	130.551762	0
6559200	215.57664874999998	129.34598925	0
6562800	204.182428125	122.50945687500001	0
6566400	55.421464375	33.252878625	0
6570000	38.313708125	22.988224875	0
6573600	60.27076375	36.16245825	0
6577200	82.95065312500002	49.770391875	0
6580800	72.02743000000001	43.216457999999996	0
6584400	66.82871374999999	40.09722825	0
6588000	113.16767875	67.90060725	0
6591600	729.244708125	437.546824875	0
6595200	1069.72563	641.835378	0
6598800	226.948079375	136.16884762499998	0
6602400	437.57901	262.547406	0
6606000	2871.957778125	1723.174666875	0
6609600	1456.62190375	873.97314225	0
6613200	569.75526	341.853156	0
6616800	887.82810375	532.6968622499999	0
6620400	117.498045625	70.498827375	0
6624000	102.292381875	61.375429125	0
6627600	101.7095725	61.02574349999999	0
6631200	260.188391875	156.11303512499998	0
6634800	566.85448625	340.11269175	0
6638400	990.271468125	594.1628808749999	0
6642000	199.15992625	119.49595575	0
6645600	81.041163125	48.624697874999995	0
6649200	81.38118624999998	48.82871175	0
6652800	83.5719825	50.1431895	0
6656400	49.9112025	29.9467215	0
6660000	38.0118725	22.8071235	0
6663600	37.591739375	22.555043625	0
6667200	89.917519375	53.950511625000004	0
6670800	83.97010374999999	50.38206225	0
6674400	141.7980825	85.0788495	0
6678000	595.894928125	357.536956875	0
6681600	1252.292459375	751.375475625	0
6685200	2032.0071449999996	1219.204287	0
6688800	784.451315625	470.6707893750001	0
6692400	870.17015125	522.10209075	0
6696000	421.190881875	252.71452912500004	0
6699600	404.67330125	242.80398075	0
6703200	545.0567337499999	327.03404025	0
6706800	734.399121875	440.63947312499994	0
6710400	1778.5334162499998	1067.12004975	0
6714000	1335.09070875	801.05442525	0
6717600	307.665276875	184.59916612499998	0
6721200	844.5562731250001	506.733763875	0
6724800	634.689291875	380.81357512499994	0
6728400	335.80408	201.48244799999998	0
6732000	1061.7294350000002	637.0376610000001	0
6735600	38.05932625	22.83559575	0
6739200	81.8346725	49.1008035	0
6742800	65.343410625	39.206046375	0
6746400	72.5563325	43.5337995	0
6750000	38.3398	23.00388	0
6753600	38.313064374999996	22.987838625	0
6757200	140.20247875	84.12148725	0
6760800	723.604666875	434.162800125	0
6764400	857.840325625	514.704195375	0
6768000	597.5404799999999	358.52428799999996	0
6771600	112.55396125	67.53237675000001	0
6775200	78.05273125	46.83163875	0
6778800	1172.204104375	703.3224626250001	0
6782400	224.84405624999997	134.90643375	0
6786000	192.82829750000002	115.6969785	0
6789600	104.1032525	62.4619515	0
6793200	89.584980625	53.750988375000006	0
6796800	147.7501975	88.6501185	0
6800400	192.71096625	115.62657975000002	0
6804000	414.22840687499996	248.537044125	0
6807600	589.337023125	353.602213875	0
6811200	330.12675125000004	198.07605075	0
6814800	219.40262625	131.64157575000002	0
6818400	121.21890375	72.73134225	0
6822000	38.329867500000006	22.997920500000003	0
6825600	38.309518125	22.985710875	0
6829200	37.94894875	22.76936925	0
6832800	118.55775062500001	71.13465037499999	0
6836400	189.88009875	113.92805924999999	0
6840000	132.618519375	79.571111625	0
6843600	159.7752275	95.8651365	0
6847200	755.42069625	453.25241775	0
6850800	871.622796875	522.973678125	0
6854400	964.0802775000001	578.4481665	0
6858000	793.96681375	476.38008825	0
6861600	145.21086062499998	87.12651637500001	0
6865200	90.40172687500001	54.241036125	0
6868800	160.420546875	96.252328125	0
6872400	2294.7448693750002	1376.8469216249998	0
6876000	1036.179775625	621.707865375	0
6879600	81.306825	48.784095	0
6883200	118.787786875	71.27267212499999	0
6886800	146.61667187499998	87.970003125	0
6890400	417.15585375	250.29351225000002	0
6894000	840.7343806250001	504.440628375	0
6897600	331.041434375	198.624860625	0
6901200	413.920475625	248.35228537499998	0
6904800	121.7467825	73.0480695	0
6908400	40.71208125	24.427248749999997	0
6912000	38.213371875	22.928023125000003	0
6915600	38.367836875	23.020702125	0
6919200	89.87670937499999	53.926025625	0
6922800	78.900785625	47.340471375	0
6926400	38.115419375	22.869251625	0
6930000	38.312355	22.987412999999997	0
6933600	713.258103125	427.954861875	0
6937200	544.6127093749999	326.767625625	0
6940800	396.01660062499997	237.609960375	0
6944400	543.0310475	325.8186285	0
6948000	510.49874562499997	306.29924737500005	0
6951600	91.72988812499999	55.037932875	0
6955200	332.96659875	199.77995925000002	0
