time,livingroom__win_net_W,hobby__win_net_W,corridor__win_net_W,wcstorage__win_net_W,kitchen__win_net_W,bedroom__win_net_W,children__win_net_W,corridor2__win_net_W,bath__win_net_W,children2__win_net_W,attic__win_net_W
8456400.0,-97.94858613118777,-46.805614658018015,0.0,-23.58496592530909,-77.95930375959038,-70.70187094195856,-46.5029776901671,-23.422679139209016,-24.007951332416432,-49.52114267345805,0.0
8460000.0,-104.42136215936952,-50.21668247810031,0.0,-25.242458174452242,-82.529345452214,-75.99578752426802,-49.98612148650411,-25.18422296249252,-25.712699205020918,-52.902084556131534,0.0
8463600.0,-106.12051334070576,-51.17862670817485,0.0,-25.732839661237428,-83.76915988977971,-77.56488941477362,-51.02033999834983,-25.76999069048023,-26.297545029100093,-53.966290172340315,0.0
8467200.0,-104.456985094524,-50.53623619195453,0.0,-25.377398798731345,-82.41371725276154,-76.63389151259916,-50.46946715844214,-25.520807452016392,-25.988897106718436,-53.30572401873347,0.0
8470800.0,-102.04918579836068,-49.5154098299472,0.0,-24.818391231347416,-80.5945645257196,-75.07046305418604,-49.50439869732712,-25.042424875766837,-25.47583463277441,-52.269489259313794,0.0
8474400.0,-98.28886312686014,-47.801093768941776,0.0,-23.944457280817836,-77.73978510367982,-72.49339166238475,-47.848895965835666,-24.213968376386106,-24.626387579048846,-50.55195623672962,0.0
8478000.0,-93.62478292105963,-45.63952933475323,0.0,-22.85085267135082,-74.15956683584757,-69.24426918727046,-45.75128322178258,-23.159113549953506,-23.544890604559875,-48.356269249929525,0.0
8481600.0,-87.56657311131175,-38.46991731973779,0.0,-17.286686627835618,-69.76942469152377,-64.75931970654497,-38.62898907407897,-17.62839287933643,-22.1475383043376,-45.53391646785214,0.0
8485200.0,-72.70816396686399,9.946908746271788,0.0,28.76909073195668,-57.37113141314236,-53.52080836781204,9.97902981750633,28.38176828073688,-17.22986565930708,-36.861034296731574,0.0
8488800.0,-58.21548932101409,30.346731406504375,0.0,46.99417722321692,-33.56804824658073,-42.41848007537337,30.89163835847569,46.84160538269413,-0.6658918405946679,-16.55366285590327,0.0
8492400.0,-43.21754203541897,19.45870212896932,0.0,32.437284758513385,-15.174061162442143,-30.637297454713405,20.349559685209726,32.500468842234795,10.793691255190424,-1.2875353263585794,0.0
8496000.0,-30.107321816933165,2.6521778761902226,0.0,11.863857046993473,-10.497701296673995,-20.40659177887764,3.6121701550240743,12.049287647203101,9.243520199066836,0.5741111558712362,0.0
8499600.0,-26.404600900762375,-4.8994219093178515,0.0,2.995774632127933,-9.306413515155214,-17.476331629652577,-4.076190875885402,3.1715115867516914,8.72774691615615,1.0097590855358476,0.0
8503200.0,-27.784138528461312,-10.518117660848361,0.0,-2.498883238983595,-3.5511305651660336,-18.450914362688877,-9.844321819631602,-2.352315344794704,15.65989373121542,7.4784999620040935,0.0
8506800.0,-14.524873459490152,-13.192614272002686,0.0,-6.1026205844086405,16.40657701299108,-9.217116257684609,-12.546263865299125,-5.933809081991598,27.92740610490557,23.79852449688815,0.0
8510400.0,37.94768404081776,-13.175084543153162,0.0,-6.196601603967515,59.657089776724774,26.329955431963413,-12.45628533856906,-5.960056873138264,36.713905932359296,50.22459843885366,0.0
8514000.0,84.49677495833225,-15.999293852884307,0.0,-7.69212089007128,89.71159721702702,58.38226210743096,-15.233630255602023,-7.362760446891201,34.75613987092089,65.17386513711483,0.0
8517600.0,100.2198708460894,-19.61750219249869,0.0,-9.622269670949429,88.92417215984017,69.85496949450874,-18.830532194758447,-9.20806188800993,21.551375202710574,59.01547190985855,0.0
8521200.0,72.74052287101392,-24.442142411366106,0.0,-12.154717123154036,54.20555678715505,51.685519744048634,-23.663351916268432,-11.678342712423316,2.728562561610218,32.67232410117094,0.0
8524800.0,2.5710218960965676,-32.62062568494446,0.0,-16.363552920152,-6.597689001509536,3.4913843149960258,-31.882372594908084,-15.87293534520985,-14.393964154809984,-6.383789257050722,0.0
8528400.0,-81.7280187407292,-40.339488597672045,0.0,-20.394031062097586,-66.64821012301712,-54.88037398628443,-39.65957701436453,-19.956005710269874,-20.736780740563667,-40.13482988648276,0.0
8532000.0,-100.78479328664243,-44.65417455594425,0.0,-22.484691261701304,-79.7808527449947,-69.461295943649,-44.107072029179534,-22.144641592605808,-22.802421812798674,-48.34065342973269,0.0
8535600.0,-104.62509007409889,-47.158852288662835,0.0,-23.73248025474957,-82.57662605549753,-73.18420539577627,-46.70030729107898,-23.502190217606763,-24.127041654801985,-50.83253258455538,0.0
8539200.0,-108.00025293747977,-49.261833584823655,0.0,-24.766739113560995,-85.01574580909488,-76.32584706184812,-48.878727614955324,-24.64448110846136,-25.229468450069454,-52.92790992258757,0.0
8542800.0,-110.26405366674388,-50.74545407268873,0.0,-25.487101273552746,-86.63561326116545,-78.53362723665869,-50.42599944016107,-25.466374486622126,-26.00951861856693,-54.3986630696252,0.0
8546400.0,-110.94249286480631,-51.38241229459946,0.0,-25.783080572888217,-87.0811798016173,-79.49849268879474,-51.128542598274024,-25.86087867693305,-26.367193016035767,-55.04086493893508,0.0
8550000.0,-110.09783882332555,-51.20385758548239,0.0,-25.671363968387247,-86.40189482807848,-79.27319144361515,-51.01865217543086,-25.844487832138913,-26.324212171176683,-54.897663258411676,0.0
8553600.0,-108.16493427127624,-50.43815597054426,0.0,-25.266370837982333,-84.92135437756151,-78.19347914263791,-50.319322532249906,-25.529817612477174,-25.99513471683053,-54.190814284866036,0.0
8557200.0,-105.53610660604242,-49.294103122829256,0.0,-24.673454942329712,-82.92552102982357,-76.56546802511002,-49.240667593548665,-25.021481437084844,-25.48389363457632,-53.1209321739913,0.0
8560800.0,-103.23495716838308,-48.292722559538426,0.0,-24.155112138796994,-81.17813418576257,-75.13413049933403,-48.302657767398834,-24.57430754831821,-25.03749659477485,-52.18061716744202,0.0
8564400.0,-101.1512406021446,-47.42588379119745,0.0,-23.7184994592583,-79.57842895138714,-73.85387633078146,-47.51923026320602,-24.179526255723047,-24.639103439468677,-51.3294885892319,0.0
8568000.0,-96.44392851866104,-45.06632103711415,0.0,-22.447087573555585,-76.0116023924265,-70.58888130567237,-45.22338168139185,-22.93691125287753,-23.58012944042041,-49.15985561636067,0.0
8571600.0,-86.52903364418779,-39.37624674918749,0.0,-19.134357481532817,-68.43187378160263,-63.29172462822716,-39.57818773255414,-19.650573520757987,-21.107203391230293,-44.21015876865371,0.0
8575200.0,-74.37090801484999,-32.249362406699525,0.0,-14.928264309349718,-58.70630969278388,-54.15950362775946,-32.453945536135286,-15.459247472953816,-17.58178215047615,-37.57862618414268,0.0
8578800.0,-65.9128928706973,-28.510399792904046,0.0,-13.187683602031385,-51.832306984956034,-47.6537655354782,-28.602778091289053,-13.695016374243053,-15.001323747041862,-32.767263504802216,0.0
8582400.0,-59.5663117597872,-25.903793258815284,0.0,-12.09996220430476,-46.7294864494328,-42.751836334738826,-25.951251601067767,-12.573763257691994,-13.034046316675962,-29.105570323388285,0.0
8586000.0,-46.27650288929874,-18.644396511525386,0.0,-8.070328032015638,-34.82319511530187,-32.60142448968185,-18.66010245255518,-8.536473937362878,-7.747221220166793,-20.41505689682488,0.0
8589600.0,-35.455786363860454,-13.428331525172908,0.0,-5.497240884347818,-22.586486204738208,-24.224497154960346,-13.371001304551001,-5.919444180130824,-0.808285446201424,-10.682410238625465,0.0
8593200.0,-27.331244753465825,-12.362228870408444,0.0,-5.730792765679112,-15.768628413726475,-18.090828524711043,-12.192833036252779,-6.073558665335561,1.6081723387727322,-5.905102821172704,0.0
8596800.0,-12.398228214599271,-10.992090186858036,0.0,-5.039296831178348,-3.605411701356047,-7.626173277050668,-10.744650469661678,-5.306401180302224,4.357343168966835,1.7066930391963808,0.0
8600400.0,-6.680460275869905,-13.68046239560492,0.0,-6.388170837661086,-0.6792504705568945,-3.887278593532983,-13.37566597272182,-6.586919989530827,2.5751311013307827,2.4909465003579214,0.0
8604000.0,-27.205489703220167,-20.469701570299335,0.0,-9.850726670138883,-20.726074686485532,-18.552565431880822,-20.15167441874287,-10.003933911917272,-6.115079529308723,-11.810579604821527,0.0
8607600.0,-38.397179688881494,-26.262530935366648,0.0,-12.830222621984229,-31.165037752614836,-27.005416407042162,-25.9484011801538,-12.962819054662564,-11.165436767758887,-19.601437811746592,0.0
8611200.0,-43.11185897933129,-32.2183453260866,0.0,-15.881970697722963,-36.64634905291658,-31.017328273553744,-31.88526977259369,-16.007927530070084,-15.696254067513102,-24.571437206902345,0.0
8614800.0,-84.2181642055074,-40.68704632534684,0.0,-20.213460613507657,-66.22934130860486,-60.087792978500524,-40.33928517939661,-20.350519098491464,-20.71692319045939,-42.05163575694709,0.0
8618400.0,-100.23669535324603,-46.60988777990269,0.0,-23.187445872801494,-77.88465111257004,-72.14182831812151,-46.304640519372334,-23.367480395671,-23.699071123173496,-49.5810537066295,0.0
8622000.0,-105.60291448878574,-49.529180687801045,0.0,-24.6831387198562,-81.95801383271221,-76.42322095901508,-49.29892498938416,-24.875604798691267,-25.164480405375038,-52.466635579397426,0.0
8625600.0,-107.59915985939095,-50.81492502499162,0.0,-25.32900534614743,-83.46433530333954,-78.16453974037556,-50.59602890925531,-25.522434179978443,-25.78314999192269,-53.63786413857577,0.0
8629200.0,-107.93554312832585,-51.243741004822354,0.0,-25.54119575322289,-83.70386409465435,-78.67654664653416,-51.051071363903496,-25.743403932088118,-25.994471739751525,-53.98443274030102,0.0
8632800.0,-108.07153554273873,-51.55687021865455,0.0,-25.69489743498811,-83.81135312206159,-78.99919359645544,-51.39143396775369,-25.907126100471896,-26.13084669236821,-54.20958570660364,0.0
8636400.0,-105.64921335610926,-50.57018439703679,0.0,-25.198214902675726,-81.9897345534063,-77.43382486578085,-50.455622968091824,-25.442959617779184,-25.639342532403667,-53.17599414904423,0.0
8640000.0,-101.10883219043085,-48.50101524912213,0.0,-24.159717112297322,-78.56370731558678,-74.37930691673338,-48.49527541084801,-24.46766428498703,-24.655053358807482,-51.148718713136,0.0
8643600.0,-100.1398132362935,-48.21060061835874,0.0,-24.013785276195613,-77.8249687320078,-73.95250177549183,-48.2983532856985,-24.37547533394985,-24.54309342335016,-50.87398508612564,0.0
8647200.0,-103.5961452255563,-50.14882138620046,0.0,-24.987589238067564,-80.40410937183644,-76.72087810297282,-50.26397500455923,-25.365203822770635,-25.502454652131156,-52.71770267472699,0.0
8650800.0,-107.73525180861449,-52.41016475626984,0.0,-26.12285304660192,-83.51910193044957,-79.98511638394116,-52.504480157518366,-26.493257337703408,-26.621685214878763,-54.849083098699836,0.0
8654400.0,-101.02849789199297,-27.985958712766234,0.0,-5.5743741586142335,-81.21181393939409,-74.16720107576293,-28.137313475635423,-6.020306882843414,-25.918725345713867,-53.35032542972501,0.0
8658000.0,-89.25656149910711,5.567433199589516,0.0,28.14607505911556,-70.12579140824704,-65.77769194815535,5.844308356971226,27.71246511036884,-21.997569623254247,-45.77113824757715,0.0
8661600.0,-75.88423114658792,20.97463702787104,0.0,42.109986468330135,-49.839014010273914,-55.71452695282621,21.716692899729992,41.892879108164664,-8.924932364943835,-28.952441271567935,0.0
8665200.0,-60.71272355631871,22.500022538367034,0.0,40.32807402727377,-24.29230337309042,-43.90160901301229,23.548120726272032,40.26496158004869,9.581994597731267,-6.719301394184498,0.0
8668800.0,-48.994320831767936,-0.13911899656841342,0.0,14.276969069891067,-19.398689980479077,-34.86792962422203,0.9557457664669187,14.312456292951765,9.118674599729928,-4.258294221520259,0.0
8672400.0,-49.701302859750854,-22.52865941797917,0.0,-8.641004384371882,-35.374008390818176,-35.46200446790772,-21.633854901035434,-8.609834676553454,-6.601025957209103,-20.077722757411138,0.0
8676000.0,-56.348913849343504,-29.387210929456536,0.0,-14.151810866666597,-44.856694285956465,-40.7195586016215,-28.801743656671952,-14.239708022416476,-13.027916724149577,-28.188064376643062,0.0
8679600.0,-60.19043260620755,-31.181865167564638,0.0,-15.123879386654831,-47.955760750630525,-43.84786825294987,-30.810506898643762,-15.331802056049813,-14.41332335887039,-30.554973937588297,0.0
8683200.0,-60.56136502557882,-31.228226243889303,0.0,-15.146554989747651,-48.22443408719739,-44.24259680597131,-30.959031776955094,-15.439419136670162,-14.659190834869566,-30.86438789640744,0.0
8686800.0,-54.44067433977318,-28.36280710712522,0.0,-13.688152861625472,-43.424620090517244,-39.67138111533209,-28.12043137766232,-14.03251036681451,-13.145986990414542,-27.688614934956604,0.0
8690400.0,-42.633515326849164,-26.020946535701725,0.0,-12.47587956635753,-33.98094727823164,-31.24395255958119,-25.719667714187302,-12.851249271902201,-11.004325830062573,-21.852905178722644,0.0
8694000.0,-13.199769030427944,-26.698996928996173,0.0,-12.806659308093531,-12.819916594819972,-11.251109199272406,-26.39005197425627,-13.183244005319349,-9.92075705303354,-10.41450411907087,0.0
8697600.0,2.7876928642845655,-31.420683281662917,0.0,-15.311419355317728,-5.083161151253137,-0.29564514155975985,-31.03723465783397,-15.655010744203992,-14.70147458765005,-8.380499881028555,0.0
8701200.0,-70.57472287259927,-39.49635240706346,0.0,-19.48950964919605,-56.11328024783594,-50.84286032825786,-39.07784295864791,-19.823838319071253,-19.38954178491695,-36.423132296561384,0.0
8704800.0,-93.81786974511644,-45.68883541194253,0.0,-22.4183808908355,-72.37569373408014,-67.99829587290624,-45.295000543918654,-22.78311091919928,-22.365617962995103,-46.331903233823056,0.0
8708400.0,-99.07881004401183,-48.49687186508179,0.0,-23.89055342093041,-76.38039889972602,-72.26417792485397,-48.15176429144928,-24.262641242771245,-23.88465566520582,-49.222341138805135,0.0
8712000.0,-103.3961405623338,-50.81117702247612,0.0,-25.123093520329444,-79.6800849837206,-75.81150292801922,-50.545302668790946,-25.497179646419877,-25.154965956805558,-51.61228301199217,0.0
8715600.0,-109.6569111970073,-54.13029359559539,0.0,-26.82844848086611,-84.39772866945286,-80.90943610426524,-53.95862906966933,-27.199510715501265,-26.898341360256484,-54.94398976547042,0.0
8719200.0,-114.58677762450989,-56.80497673870385,0.0,-28.174455723729746,-88.09917640055733,-84.95475892602573,-56.65415889726934,-28.532525510277182,-28.27313533165214,-57.55446868000242,0.0
8722800.0,-116.8501154081935,-58.05561778453382,0.0,-28.80015881729852,-89.74789606692477,-86.8429011146653,-57.89672488924682,-29.14192058706433,-28.927090124504875,-58.75055819190619,0.0
8726400.0,-119.68294903833718,-59.513319498461286,0.0,-29.53291015334887,-91.69286148891521,-89.10182338986948,-59.38965295069611,-29.89079278421527,-29.701664967819458,-60.178164248336046,0.0
8730000.0,-122.75384532784605,-61.059237800358005,0.0,-30.305806642708813,-93.80136300105727,-91.52373382758047,-60.98078492905126,-30.69422752855229,-30.527340767645327,-61.71023319160481,0.0
8733600.0,-124.27570444786541,-61.84056746979645,0.0,-30.696873954501246,-94.72871875251342,-92.75586468379825,-61.78246434503906,-31.097351893571737,-30.947608531704986,-62.458723986953466,0.0
8737200.0,-124.70263060016956,-62.106179326355,0.0,-30.845205872405163,-94.84155557253786,-93.19626056136046,-62.082424635543624,-31.252513146482848,-31.117065291993754,-62.724792018866715,0.0
8740800.0,-113.17807067296786,-31.61009691560156,0.0,-6.01751287450378,-89.44125553287117,-83.48534947956168,-31.63073253009415,-6.487316394307982,-29.397746849224582,-59.245603879492634,0.0
8744400.0,-96.54632109539659,5.961575618903623,0.0,31.089251759821707,-74.30798348507214,-71.63515244772803,6.462665738805697,30.657009577508745,-24.085549957290183,-48.94114948563319,0.0
8748000.0,-79.52116889093551,24.413564032751253,0.0,47.3335787099486,-50.14577836536046,-58.98985690701685,25.516446944000222,47.26046755251065,-8.86006251697632,-29.0610137031305,0.0
8751600.0,-61.8923265535913,30.55501390431988,0.0,49.6733371798324,-18.994672093084517,-45.54469158686153,31.996143241018274,49.80634617914279,14.355021249040249,-1.6223891269636965,0.0
8755200.0,-47.5162377603134,25.0110816680654,0.0,40.65939473307657,4.302028322870967,-34.4162539013448,26.49898833108989,40.787609057327586,31.701167857684197,19.06902189483634,0.0
8758800.0,-36.28485184627513,13.228673210202487,0.0,25.65029727658046,20.107285981159464,-25.54790972182252,14.646015825694974,25.782631887395127,43.067070742035696,33.047298104986396,0.0
8762400.0,-27.46798989895578,-6.3489501536647595,0.0,3.096532355569309,29.45850067754276,-18.593374386785314,-5.0493167672796915,3.327471916487667,48.97844991421448,41.00235020205503,0.0
8766000.0,-3.707155978190656,-14.136506597073819,0.0,-6.551042342415911,41.89668259003099,-2.051837744470987,-12.922163389248354,-6.1882949112102,47.01894286953154,46.45876216547862,0.0
8769600.0,50.092662044176905,-13.009526362148321,0.0,-6.108409333129913,67.21780055116483,34.540118972387575,-11.888988374408925,-5.647718452982545,36.613539152576095,54.27296821174457,0.0
8773200.0,73.81289758418768,-14.11234867111473,0.0,-6.759530542431548,72.30653091258671,51.36570281015679,-13.032860963523447,-6.205518184121743,24.892823697026387,51.55414894094787,0.0
8776800.0,87.36916643878646,-17.030160445032266,0.0,-8.322781521082966,71.88702572056718,61.2380247766248,-15.963387543283147,-7.704453102330731,13.712458339368737,46.36025576078333,0.0
8780400.0,69.1860182886112,-23.18564801601712,0.0,-11.487559662144182,46.60230011543217,49.02201606648873,-22.162501861260374,-10.864682294241977,-2.297251318441539,26.105335168644615,0.0
8784000.0,15.669842787159837,-32.05185746463845,0.0,-16.120151133211188,1.2582207397241518,12.146098633489885,-31.083440726074357,-15.544781300032009,-15.26890074563184,-2.9962694901444706,0.0
8787600.0,-76.03690509345614,-40.11432830240598,0.0,-20.306803353357896,-62.1861339272904,-51.2206171608758,-39.265991177799805,-19.846550605842157,-20.164933148366437,-37.7071264736536,0.0
8791200.0,-97.02157794633447,-44.648401469888995,0.0,-22.319443761227312,-76.38235360059925,-67.31771777017927,-43.98748494731218,-22.016746791880184,-22.26940674993363,-46.54778148568068,0.0
8794800.0,-100.8494762502655,-47.015478668957876,0.0,-23.48660098949422,-79.18451695775498,-70.9815434776098,-46.494442959062795,-23.321322308240795,-23.526969374443972,-48.97212724758073,0.0
8798400.0,-103.82100907222751,-48.85332016480273,0.0,-24.380769535907163,-81.34729715152136,-73.76253194974689,-48.40801659900111,-24.326485012113704,-24.484819091797423,-50.812349580773365,0.0
8802000.0,-102.9381494537311,-48.679753805414734,0.0,-24.263984810439702,-80.62688042346971,-73.60422604203295,-48.327324906269,-24.330462427937285,-24.466293363359245,-50.70816338596295,0.0
8805600.0,-100.14336499160846,-47.509585874462715,0.0,-23.646290616726997,-78.45759851037059,-71.94084188396549,-47.235183457702036,-23.822181303684555,-23.93945817349769,-49.590181583706865,0.0
8809200.0,-99.06031212082573,-47.181434750924566,0.0,-23.457466348624827,-77.55485626174404,-71.53727614796091,-46.98444896460882,-23.73303103530942,-23.831615084249236,-49.30796740093644,0.0
8812800.0,-101.26567317640249,-48.43561667944549,0.0,-24.06839306840293,-79.16999124543706,-73.56306982242636,-48.32104623376712,-24.44235514040633,-24.541056778098348,-50.6797603391216,0.0
8816400.0,-106.09370225954906,-50.99275740910016,0.0,-25.34040649805288,-82.75548651999824,-77.44581647525138,-50.90854754989163,-25.77852067636685,-25.86717080807157,-53.27673945837118,0.0
8820000.0,-111.6055909223765,-53.910333171996996,0.0,-26.81552133847716,-86.84021859386439,-81.74552120375964,-53.8024756126146,-27.264950842667357,-27.32423257170785,-56.12969686240512,0.0
8823600.0,-115.30118830018228,-55.89770462734056,0.0,-27.8475224264478,-89.57824652218306,-84.66240185553298,-55.81714876717899,-28.28251422184416,-28.325001204792407,-58.07284742006095,0.0
8827200.0,-105.24904267641104,-37.24493985972943,0.0,-13.209318766343884,-83.78871513452957,-76.67538579341523,-37.24726409751064,-13.73069002357488,-26.49125474330245,-54.356139917349815,0.0
8830800.0,-87.73817912755494,-32.5938775112493,0.0,-11.094951454258918,-68.83938760986965,-64.12201319075471,-32.49528432088624,-11.663564042392053,-21.496921501543888,-44.433392156684256,0.0
8834400.0,-70.49579438977828,-30.216795102306563,0.0,-12.677723944560235,-54.764048106541566,-51.343279726205544,-30.138445721820958,-13.263972401453174,-16.380526324322748,-34.865732977554266,0.0
8838000.0,-57.16696928017133,-24.684958810463854,0.0,-10.453607317614072,-44.153179412320114,-41.31111683985873,-24.652185429023945,-11.079354022601343,-12.466864074275854,-27.604903867965575,0.0
8841600.0,-47.02404971539838,-20.397421489171478,0.0,-8.67730774277382,-36.11323040526749,-33.59103995680806,-20.35413346307422,-9.30590108967538,-9.508742405473086,-22.068377359886796,0.0
8845200.0,-33.59664651154779,-13.669264225800532,0.0,-5.262508311154406,-24.57130136159782,-23.316229134132186,-13.597931972647018,-5.856901182072846,-4.676064565217104,-13.777228865507496,0.0
8848800.0,-25.487680290181146,-10.45747741621571,0.0,-4.107528050237505,-17.4674681838209,-16.984799738575788,-10.336383612269344,-4.652595673716149,-1.5411172223105893,-8.541295894693974,0.0
8852400.0,-29.672634064392867,-13.801487722647863,0.0,-6.235143573706566,-22.090576963344034,-19.975506704137246,-13.587813971406405,-6.704862988647292,-4.144278777498599,-12.046353739575025,0.0
8856000.0,-40.53111151715058,-19.375703649373676,0.0,-9.076734999665732,-31.947081893767063,-28.09156704198658,-19.114020012624408,-9.490233318087277,-8.612333841579769,-19.183482681638836,0.0
8859600.0,-51.47712463320663,-24.46246305969229,0.0,-11.68681726254453,-40.80264758284178,-36.35565548392745,-24.226739290519653,-12.080895801135778,-11.864149351754655,-25.277290702010433,0.0
8863200.0,-55.77009615196536,-26.575737645614712,0.0,-12.774986295226514,-44.03265448473228,-39.681229396758404,-26.335330549397906,-13.177313356564529,-13.065060700864915,-27.593542862273225,0.0
8866800.0,-58.3750099071152,-28.015759017418365,0.0,-13.511694236622096,-45.94813811350904,-41.77443766628167,-27.79536452011945,-13.933397240931225,-13.805759776734881,-28.991139331031718,0.0
8870400.0,-66.3844914983759,-31.918378626178175,0.0,-15.52570694768485,-52.022412264600185,-47.90171377692198,-31.715224404898514,-15.952028727940714,-15.857667962160358,-33.11004863706523,0.0
8874000.0,-72.60892958992741,-35.15192293450803,0.0,-17.231864145856786,-56.696065117333056,-52.76118975821308,-34.96009300012388,-17.63949495051734,-17.53959989768386,-36.37990766729374,0.0
8877600.0,-74.54029070952183,-36.20257862977998,0.0,-17.829032189363065,-58.15492588974891,-54.427869705879594,-36.06099905152238,-18.236269987318863,-18.13061820440962,-37.5083231242057,0.0
8881200.0,-75.53622524131866,-36.77301342803308,0.0,-18.152037707748,-58.84423863394873,-55.35734688977736,-36.713322900498696,-18.56048947338799,-18.42509887509426,-38.08833739869271,0.0
8884800.0,-77.25292202549412,-37.72254388896295,0.0,-18.65683661636747,-60.14667354494177,-56.785754794285275,-37.702805443801026,-19.053129019913325,-18.929178917342025,-39.05244104069098,0.0
8888400.0,-78.80605544016008,-38.6093275303411,0.0,-19.113047843481375,-61.318114113467104,-58.12272983320061,-38.5898531882696,-19.488712565596195,-19.39245053774003,-39.906826714442346,0.0
8892000.0,-79.82702441152445,-39.244281684550536,0.0,-19.438798867132018,-62.07046476119529,-59.088679215054434,-39.23334031733114,-19.79875039994386,-19.722105822097703,-40.48705159907565,0.0
8895600.0,-80.39525568281714,-39.67212577152366,0.0,-19.670824612801816,-62.4989066532908,-59.744429230531416,-39.69111856018032,-20.03563112159716,-19.96813318279768,-40.875305160613586,0.0
8899200.0,-80.9864983556499,-40.07295951592392,0.0,-19.893784204024673,-62.881193915418294,-60.332015971237034,-40.11767343844271,-20.268975558282207,-20.20401566429614,-41.226982522493124,0.0
8902800.0,-81.83521244137496,-40.54629591999022,0.0,-20.142862522111933,-63.38479169478493,-61.005159356054754,-40.586440091682555,-20.51474113481804,-20.451920769365667,-41.617709820001984,0.0
8906400.0,-82.89406153085478,-41.10023386255403,0.0,-20.422073746869057,-64.02593657672999,-61.8172622535679,-41.125610209018994,-20.784018376354787,-20.722965380253772,-42.07923554875921,0.0
8910000.0,-84.70238908121817,-42.05526831538259,0.0,-20.915202953405252,-65.26687688105966,-63.268386314514466,-42.1114623260021,-21.28924754737202,-21.229260420195278,-42.99385573901116,0.0
8913600.0,-79.48685781032384,-31.07494148547743,0.0,-12.217923399411958,-62.31055993376639,-58.983786019767294,-31.129589773386208,-12.596162550434265,-20.289693187145044,-41.0433828746135,0.0
8917200.0,-64.97907370771156,-15.404754835540558,0.0,0.8470504788304112,-50.37873778855576,-48.17197991991681,-15.308101426499206,0.5507626419559131,-16.07744283080809,-32.879630297532586,0.0
8920800.0,-44.77100118000307,7.368544903353893,0.0,19.487768204679924,-30.003207347976584,-32.95480049744947,7.697282445580015,19.2376943916407,-5.772444777016183,-17.435845641868454,0.0
8924400.0,-26.715325697115247,19.57836049539827,0.0,27.735597819485008,-6.99189807615349,-19.159031059885507,20.027407574369704,27.46073371207615,8.684338431427989,1.448818425557647,0.0
8928000.0,-14.993861603549874,14.229050080439265,0.0,19.468782610093,4.679160219296421,-9.964813594963687,14.727098517076968,19.23911173412074,14.939997524346666,10.626631379868513,0.0
8931600.0,-12.97026583797225,1.9275805389198695,0.0,6.287643481314348,0.9018296017830494,-8.02020579551072,2.4499598674939875,6.130839042500085,10.347282254557996,6.652428215096307,0.0
8935200.0,-19.489150720837074,-8.940458519101412,0.0,-3.214013482526312,-12.096455388771034,-12.729601117009821,-8.415512258057817,-3.304265911671621,0.5342595270900574,-4.691279641128716,0.0
8938800.0,-24.483200560862798,-12.858136290283724,0.0,-5.892805437618641,-19.333841618701143,-16.507050450611814,-12.388229259307721,-5.975743894075691,-4.373338479388593,-10.792579773551822,0.0
8942400.0,-24.840935455984777,-13.37579748682225,0.0,-6.1510507382526995,-19.895049984014847,-16.82372389595554,-12.962876814489675,-6.261708518162003,-4.996245044434794,-11.389690021958117,0.0
8946000.0,-30.79031690413575,-16.345833910192766,0.0,-7.6346231166786325,-24.64819455732564,-21.241005544016488,-15.932793555866773,-7.764278216724918,-6.856689545647157,-14.683722603899739,0.0
8949600.0,-41.14889681614255,-20.942395620304946,0.0,-9.959752650151149,-32.72305796739438,-28.99480399239816,-20.521761466593137,-10.100459319005818,-9.644890455668683,-20.169257516187457,0.0
8953200.0,-47.17478777707292,-23.899628334981387,0.0,-11.457544836106914,-37.28701705019763,-33.66231641998988,-23.531310738349276,-11.64485413591593,-11.275479563033265,-23.351705398686626,0.0
8956800.0,-53.308885444704394,-26.99292537687745,0.0,-13.027066001161435,-41.910966171906615,-38.464587486603996,-26.69397553689788,-13.271826927920497,-12.950319368100665,-26.602432913584384,0.0
8960400.0,-61.80405364046305,-30.977425965037607,0.0,-15.065253283414988,-48.21531253921634,-45.10047030681468,-30.735656058823743,-15.355251079157336,-15.066114468038139,-30.930277569814738,0.0
8964000.0,-67.13579828089686,-33.62967606144601,0.0,-16.459148060384184,-52.178418494549184,-49.41757879558492,-33.438594163651125,-16.74915792080893,-16.492685418104575,-33.72606974385739,0.0
8967600.0,-71.13046875600544,-35.648927907402175,0.0,-17.53013498444834,-55.1327217647677,-52.67992627278128,-35.5014773906332,-17.81722598511848,-17.589375432607977,-35.82354916750431,0.0
8971200.0,-77.40835820521771,-38.7923205422886,0.0,-19.147571689805655,-59.75507709514436,-57.52043994084838,-38.690086994504966,-19.43101880705127,-19.208458041563834,-38.98320699677574,0.0
8974800.0,-85.04590812035282,-42.6143172913606,0.0,-21.070130971855807,-65.3626609965296,-63.301441585361005,-42.513584102872215,-21.344377830110307,-21.15069248580619,-42.78477722695704,0.0
8978400.0,-94.02157779062372,-47.107180115282745,0.0,-23.32613708238175,-71.9234414971892,-70.0844865844056,-46.99652692639066,-23.598606467566082,-23.42839622821671,-47.25370376449468,0.0
8982000.0,-102.31259920037256,-51.279166833473944,0.0,-25.42284239183846,-77.92635779098288,-76.35418536858577,-51.158280484152705,-25.697151560278126,-25.52844322713745,-51.40741501866351,0.0
