#1
double ElectricityGains(35040, 2)
#time_in_s	electricity in W_
0.0	1261.9863517095312
900.0	441.1537055538849
1800.0	781.2094178639071
2700.0	1519.6795284098696
3600.0	1289.8516675904136
4500.0	106.6452663651975
5400.0	730.879175374552
6300.0	106.6452663651975
7200.0	106.6452663651975
8100.0	407.9790179713177
9000.0	251.8022898791893
9900.0	1035.483873371484
10800.0	626.7411022440615
11700.0	247.36912416309121
12600.0	438.36516795320466
13500.0	372.3642546855886
14400.0	1064.5199503330896
15300.0	106.6452663651975
16200.0	361.5467065344339
17100.0	106.6452663651975
18000.0	106.6452663651975
18900.0	567.7647813990606
19800.0	691.6802606505089
20700.0	106.6452663651975
21600.0	1531.6970406190312
22500.0	106.6452663651975
23400.0	218.1421376291126
24300.0	106.6452663651975
25200.0	1129.5404913372674
26100.0	1093.6893947086357
27000.0	339.8664913559432
27900.0	498.54107089028497
28800.0	106.6452663651975
29700.0	106.6452663651975
30600.0	176.85334227485592
31500.0	488.1346830190695
32400.0	1145.5120919970545
33300.0	1138.1905394059481
34200.0	198.8906168228261
35100.0	267.2796545294619
36000.0	106.6452663651975
36900.0	106.6452663651975
37800.0	106.6452663651975
38700.0	1634.916175578065
39600.0	199.7296493004722
40500.0	276.1633253063842
41400.0	106.6452663651975
42300.0	1023.6359328684148
43200.0	106.6452663651975
44100.0	359.3730831172254
45000.0	106.6452663651975
45900.0	662.8249371773214
46800.0	106.6452663651975
47700.0	106.6452663651975
48600.0	369.4689186327761
49500.0	622.4247435872845
50400.0	393.58028780939543
51300.0	517.8409945705031
52200.0	106.6452663651975
53100.0	124.2339973480656
54000.0	106.6452663651975
54900.0	128.579245263061
55800.0	106.6452663651975
56700.0	106.6452663651975
57600.0	450.4896598832106
58500.0	122.19021933957839
59400.0	106.6452663651975
60300.0	671.9002766268816
61200.0	106.6452663651975
62100.0	479.853836272985
63000.0	905.232763409566
63900.0	569.6704766574805
64800.0	1183.885137083987
65700.0	106.6452663651975
66600.0	743.8520886676993
67500.0	106.6452663651975
68400.0	106.6452663651975
69300.0	160.0754880502262
70200.0	305.7053696683787
71100.0	521.5038109834098
72000.0	106.6452663651975
72900.0	966.5955030661428
73800.0	679.3604459346376
74700.0	106.6452663651975
75600.0	1258.6847816022564
76500.0	1478.6046175291876
77400.0	1033.1571131795786
78300.0	218.6474169194865
79200.0	106.6452663651975
80100.0	909.1020719564062
81000.0	106.6452663651975
81900.0	975.9920622978668
82800.0	348.2016531157521
