SCOPCalc;SCOPMeas
2.582623509369676;2.6619669261249728
2.8432708688245314;2.498022297100153
2.879045996592845;2.4158976253447153
2.909710391822828;2.8897039445819646
3.098807495741056;2.2712241286812804
3.195911413969336;2.044170658936252
3.2470187393526406;2.406822074976234
3.3901192504258946;1.6384062608826597
3.4565587734241907;2.426496748143477
3.466780238500852;2.885767362843186
3.635434412265758;2.91504466008452
3.6405451448040886;2.4703015143957003
3.9778534923339013;2.9397677110883125
