Time,radCon.Q_flow,radCon.vol[1].T,sou.T,radCon.vol[5].T,sou.T_in
10260,-154.43495,294.07877,328.15,293.84113,294.15
10281.6,-154.43495,294.07877,328.15,293.84113,294.15
10303.2,-154.43495,294.07877,328.15,293.84113,294.15
10324.8,-154.43495,294.07877,328.15,293.84113,294.15
10346.4,-154.43495,294.07877,328.15,293.84113,294.15
10368,-154.43495,294.07877,328.15,293.84113,294.15
10389.6,-154.43495,294.07877,328.15,293.84113,294.15
10411.2,-154.43495,294.07877,328.15,293.84113,294.15
10432.8,-154.43495,294.07877,328.15,293.84113,294.15
10454.4,-154.43495,294.07877,328.15,293.84113,294.15
10476,-154.43495,294.07877,328.15,293.84113,294.15
10497.6,-154.43495,294.07877,328.15,293.84113,294.15
10519.2,-154.43495,294.07877,328.15,293.84113,294.15
10540.8,-154.43495,294.07877,328.15,293.84113,294.15
10562.4,-154.43495,294.07877,328.15,293.84113,294.15
10584,-154.43495,294.07877,328.15,293.84113,294.15
10605.6,-154.43495,294.07877,328.15,293.84113,294.15
10627.2,-154.43495,294.07877,328.15,293.84113,294.15
10648.8,-154.43495,294.07877,328.15,293.84113,294.15
10670.4,-154.43495,294.07877,328.15,293.84113,294.15
10692,-154.43495,294.07877,328.15,293.84113,294.15
10713.6,-154.43495,294.07877,328.15,293.84113,294.15
10735.2,-154.43495,294.07877,328.15,293.84113,294.15
10756.8,-154.43495,294.07877,328.15,293.84113,294.15
10778.4,-154.43495,294.07877,328.15,293.84113,294.15
10800,-154.43495,294.07877,328.15,293.84113,294.15
10800,-154.43495,294.07877,328.15,293.84113,294.15
